,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Reviewer_ID,Asin,Reviewer_Name,Overall,Review_time,Review_Text,Summary,Category,Brand,Title,Rank,bookType,AvgRating
91,6752,6752,56824,A3F0N4Z9KA26SK,B005TVG1GM,Chasmmm,5.0,2011,"Does the word ""bidet"" call to mind flowery, french ambiance where everyone trips all over themeselves to carefully observe the rules of etiquette and fine upbringing?Well, forget that and brace yourself.  This is burning hot fiction that is literally dripping in passion from the get go.  The author takes us by the hand and guides us down little imagined corridors of domination and submission that involve all sorts of hardware and spraying attachments.The imagery is dead on and you'll squirm in your chair as Gina opens herself, ready and willing, for all that Max has in store for her.Short and almost unbearably hot.",Scorching hot short,Literature & Fiction,Visit Amazon's Aphrodite Hunt Page,Open Your Legs for Me (The Initiation Book 1) - Kindle edition,5408.0,kindle,5.0
168,28200,28200,104714,A3KEOLR9OKKB1W,B007R7SV8C,Jemistrulyoutrageous,4.0,2012,"The plot was good, the characters were also entertaining.It's stil a regular romance novel.  It made for a distracting and interesting read.",Ok read,Literature & Fiction,Visit Amazon's Doreen Owens Malek Page, An Indecent Marriage eBook,823.0,kindle,4.0
259,62558,62558,104715,A3CMQYU4YPSAFM,B007R7SV8C,Kathy,4.0,2013,In this book Jessica falls for the boy from the wrong side of the tracks.  When her father finds out she is pregnant he makes her marry a friend of his.  There are many interesting twists and turns to the plot which lead to a happy ending.,An Indecent Marriage,Literature & Fiction,Visit Amazon's Doreen Owens Malek Page, An Indecent Marriage eBook,823.0,kindle,4.0
169,26582,26582,94586,A2P6ERN46L89FZ,B007BVNF4O,cdb8128,4.0,2012,"This love story was a nice read.  I liked the characters.  I wasn't overly attached to them like I get in some books.  The story wasn't intense.  It was a good, wholesome love story.",Great love story,Literature & Fiction,Visit Amazon's Lucy Kevin Page," The Wedding Gift (Four Weddings and Fiasco Series, Book 1) (Four Weddings and a Fiasco) eBook",997.0,kindle,3.33
260,60892,60892,94582,A26VZLIY79K3RT,B007BVNF4O,Brenda Bledsoe,4.0,2013,"A very good book. I am looking forward to the next one. I really enjoy books that are part of a series., when it is as good as this one appears to be.",The Wedding Gift,Literature & Fiction,Visit Amazon's Lucy Kevin Page," The Wedding Gift (Four Weddings and Fiasco Series, Book 1) (Four Weddings and a Fiasco) eBook",997.0,kindle,3.33
350,88596,88596,94615,A1W2NE9H6VS47E,B007BVNF4O,Karen Fernandez,2.0,2014,"This was a really cute love story...First comes hate, then confusion, then boom, love!!We have Julie, who's restaurant failed due to a bad review from a renowned chef Andrew.They cross paths again as Julie is trying to pick up the pieces of her life and begin anew.  She is catering Andrew's brother's wedding, and he is supervising it as a 'wedding gift' to his brother..He tries to bring her out of her comfort zone, she does not see it at first...They clash heads and sparks fly..We end up with a really adorable love story",Adorable...,Literature & Fiction,Visit Amazon's Lucy Kevin Page," The Wedding Gift (Four Weddings and Fiasco Series, Book 1) (Four Weddings and a Fiasco) eBook",997.0,kindle,3.33
170,29155,29155,111467,A1R1DQ2N77TOHO,B0084B1OUM,Ruth Hierman,5.0,2012,I read this book many years ago. I wanted to refresh my mind once more. I would recommend this to a reader who enjoys history.,Uncle Tom's Cabin,Literature & Fiction,Visit Amazon's Harriet Beecher Stowe Page,Uncle Tom&#39;s Cabin - Kindle edition,1630.0,kindle,4.67
261,63526,63526,111424,A25RLM72241Q2F,B0084B1OUM,"Apple ""Apple""",5.0,2013,"I decided, after many years of just thinking about it, to read Uncle Tom's Cabin in it's entirety and I was pleasantly surprised and also a bit sad.  Surprised because the story captured me in it's snare but also sad because the term &#34;Uncle Tom&#34; has become a perjorative.  Uncle Tom is in fact a hero and you will have to read the story to find out why.  Harriet Beecher Stowe was impelled to write this story after a federal law was passed in 1850 that would require free states to return runaway slaves who made it north to freedom back to their owners in slave states.  The authors passion is evident throughout the story and she used the characters of the story to ably present many of the arguments for and against slavery as well as presenting the human cost to men, women and children who were sold into bondage and the moral and ethical cost to whites and others involved in the slave trade (although, if you have ever seen pictures of slaves nothing can ever put into words the real cost).  This topic is still relevant today because slavery has not really ended in our world.  It has changed and is not always evident as slavery but it is still with us.  As are many of the same arguments that were made two hundred years ago to justify slavery, prejudice and the subjugation of people.  It is a bit hard at first to get through the narrative because the words and structure are becoming archaic to current readers but I encourage anyone who has not read the book to put down the cliff notes and read it in it's entirety.  It is an education as well as a compelling story that deserves to be discussed and argued as part of current history, morals, and ethics.",A must read for everyone,Literature & Fiction,Visit Amazon's Harriet Beecher Stowe Page,Uncle Tom&#39;s Cabin - Kindle edition,1630.0,kindle,4.67
351,89774,89774,111442,A10CRW7XRJBJ2G,B0084B1OUM,jjme9,4.0,2014,"A story about a man who has a higher moral compass then a vast majority humans. Many have distorted what this man was by stating that if you go along with the program, your an uncle tom. After reading this I would take pride in that title, because he was willing to give his life for his principals. You need to be a little older to understand the deeper implications of this novel.",uncle tom's cabin,Literature & Fiction,Visit Amazon's Harriet Beecher Stowe Page,Uncle Tom&#39;s Cabin - Kindle edition,1630.0,kindle,4.67
172,25470,25470,88706,A277WLH2TQJWD3,B0073NPOH6,catper,4.0,2012,"this book gets the job done for what it's intended to do. some stories are great, others are okay. !",gets the job done,Literature & Fiction,Visit Amazon's Chris Komodo Page,Readerotica 3 - Erotica for Your Electronic Reader - Volume 3 - Getting Hotter - Kindle edition,2211.0,kindle,3.5
263,59918,59918,88719,A2FE7W89ZLM6VP,B0073NPOH6,X,3.0,2013,Great reading. Kept you wanting more to read. Well worth the free reading. Need to make them more than a short story.,Great reading,Literature & Fiction,Visit Amazon's Chris Komodo Page,Readerotica 3 - Erotica for Your Electronic Reader - Volume 3 - Getting Hotter - Kindle edition,2211.0,kindle,3.5
173,29038,29038,110734,A1HKH47II75KNC,B00838H1OY,Kissablysweetone,3.0,2012,"Madison Boone is a real estate agent and she flips houses.  After losing her parents while she was in college, Madison never really put down roots anywhere.  Then one of her three best friends sent her an ad for a parcel of land out in the country. Once Madison saw it, she had to have it. The perfect English cottage and the bountiful gardens drew her in and made her feel like she was home.  During this same time Madison was introduced to Cole. She liked him immediately but held back.  Once she bought the house, strange things started to happen. She found keys but wasn't sure what locks they fit. Strange people started showing up and asking questions.  Madison's curiosity lead her  ask questions at the college. Each answer gave her more questions.  With the help of her friend, they begin to dig into all of the books, journals and papers left behind by Mallory Blackburne, the original owner.  Slowly answers start to fit into place. Now, were they really ready to get the whole story?This book is a very slow read. It's filled with details and descriptions that sometimes slow the story considerably.  The story is solid, just covered in so many layers you really have to pay attention to catch it all. Intrigue, laughter and love make this book one many will enjoy. I thought the mystery behind it all was wonderful it just took too long to get to the point.  I think if you like mysteries this will be one you'll really enjoy.The issues are listed above.I gave this one 3 out of 5 books because it seemed to have so many layers to tie together it slowed the reading way down.~Copy of book provided by author in exchange for a fair review",Mark of the Loon by Molly Greene,Literature & Fiction,Visit Amazon's Molly Greene Page,Mark of the Loon (Gen Delacourt Mystery Book 1) - Kindle edition,2612.0,kindle,4.0
